"source";"translation";"type";"module";"status";"customer"
"Cron";"Cron";"S";"";"N";"N"
"Template already exists! Close this dialog and open template again.";"Template already exists! Close this dialog and open template again.";"S";"";"N";"N"
"Internet connection lost.";"Internet connection lost.";"C";"";"N";"N"
"Reload";"Reload";"C";"";"N";"N"
"Invite your customers to chat with you when they are on your page";"Invite your customers to chat with you when they are on your page";"C";"";"N";"N"
"Setup cron job";"Setup cron job";"C";"";"N";"N"
"Online visitors";"Online visitors";"B";"";"N";"N"
"General configuration saved";"General configuration saved";"S";"";"N";"N"
"Invalid invitation.";"Invalid invitation.";"S";"";"N";"N"
"Invitation by %s";"Invitation by %s";"S";"";"N";"N"
"Invited by: ";"Invited by: ";"B";"";"N";"N"
"Load older messages";"Load older messages";"C";"";"N";"N"
"Turn on";"Turn on";"C";"";"N";"N"
"Auto pause";"Auto pause";"C";"";"N";"N"
"in page";"in page";"C";"";"N";"N"
"Customize %s design";"Customize %s design";"C";"";"N";"N"
"This is only preview";"This is only preview";"C";"";"N";"N"
"Bubble text";"Bubble text";"C";"";"N";"N"
"Blue";"Blue";"B";"";"N";"N"
"Yellow";"Yellow";"C";"";"N";"N"
"Orange";"Orange";"B";"";"N";"N"
"Green";"Green";"B";"";"N";"N"
"Gray";"Gray";"B";"";"N";"N"
"Orange-Green";"Orange-Green";"C";"";"N";"N"
"Orange-Black";"Orange-Black";"C";"";"N";"N"
"Red-Green";"Red-Green";"C";"";"N";"N"
"Green-Green";"Green-Green";"C";"";"N";"N"
"Text is restricted to two lines with six letters.";"Text is restricted to two lines with six letters.";"C";"";"N";"N"
"Main bubble";"Main bubble";"C";"";"N";"N"
"Secondary bubble";"Secondary bubble";"C";"";"N";"N"
"Side";"Side";"C";"";"N";"N"
"Inner border color";"Inner border color";"C";"";"N";"N"
"Main text";"Main text";"C";"";"N";"N"
"Secondary text";"Secondary text";"C";"";"N";"N"
"Select chat button style you like";"Select chat button style you like";"C";"";"N";"N"
"From image";"From image";"C";"";"N";"N"
"By writing your own HTML code";"By writing your own HTML code";"C";"";"N";"N"
"starting chat ...";"starting chat ...";"C";"";"N";"N"
"Configure invitations popup";"Configure invitations popup";"C";"";"N";"N"
"You have to select at least one invitation.";"You have to select at least one invitation.";"C";"";"N";"N"
"mbstring extension is installed";"mbstring extension is installed";"S";"";"N";"N"
"mbstring extension is not installed";"mbstring extension is not installed";"S";"";"N";"N"
"Loading client";"Loading client";"S";"";"N";"N"
"chat from ticket %s";"chat from ticket %s";"C";"";"N";"N"
"Bubble Text";"Bubble Text";"C";"";"N";"N"
"Bubble color";"Bubble color";"C";"";"N";"N"
"Visitor console";"Visitor console";"C";"";"N";"N"
"Chatted";"Chatted";"C";"";"N";"N"
"Called";"Called";"C";"";"N";"N"
"Sent message";"Sent message";"C";"";"N";"N"
"No action";"No action";"C";"";"N";"N"
"Pending invite";"Pending invite";"C";"";"N";"N"
"Invited";"Invited";"C";"";"N";"N"
"Refused invitation";"Refused invitation";"C";"";"N";"N"
"current page like %s";"current page like %s";"C";"";"N";"N"
"pending invitation";"pending invitation";"C";"";"N";"N"
"Modifiers will be removed";"Modifiers will be removed";"C";"";"N";"N"
"Can not save view with no view columns";"Can not save view with no view columns";"B";"";"N";"N"
"Type in your website URL";"Type in your website URL";"C";"";"N";"N"
"%s views";"%s views";"C";"";"N";"N"
"%s accepts";"%s accepts";"C";"";"N";"N"
"%s declines";"%s declines";"C";"";"N";"N"
"%s% click through";"%s% click through";"C";"";"N";"N"
"Description text";"Description text";"C";"";"N";"N"
" - showing first %s";" - showing first %s";"C";"";"N";"N"
"%s wrote";"%s wrote";"C";"";"N";"N"
"Login through API, key: %s";"Login through API, key: %s";"S";"";"N";"N"
"Parameter %s not found or empty.";"Parameter %s not found or empty.";"S";"";"N";"N"
"Parameter %s has invalid format.";"Parameter %s has invalid format.";"S";"";"N";"N"
"Parameter %s has invalid value.";"Parameter %s has invalid value.";"S";"";"N";"N"
"Agent with identifier %s not found.";"Agent with identifier %s not found.";"S";"";"N";"N"
"Conversation %s already deleted.";"Conversation %s already deleted.";"S";"";"N";"N"
"User with identifier %s does not exists";"User with identifier %s does not exists";"S";"";"N";"N"
"Conversation with identifier %s does not exist";"Conversation with identifier %s does not exist";"S";"";"N";"N"
"Unable to create new offline message in conversation";"Unable to create new offline message in conversation";"S";"";"N";"N"
"Department %s not found.";"Department %s not found.";"S";"";"N";"N"
"Created from API";"Created from API";"B";"";"N";"N"
"Visitor with identifier %s does not exist";"Visitor with identifier %s does not exist";"S";"";"N";"N"
"Unable to load visitor with identifier %s";"Unable to load visitor with identifier %s";"S";"";"N";"N"
"Can not determine proper encoder from handler string";"Can not determine proper encoder from handler string";"S";"";"N";"N"
"Key not found in request!";"Key not found in request!";"S";"";"N";"N"
"API usage not authorized. Please create your API key.";"API usage not authorized. Please create your API key.";"S";"";"N";"N"
"Handler is missing or not valid";"Handler is missing or not valid";"S";"";"N";"N"
"One or more parameters in handler are wrong";"One or more parameters in handler are wrong";"S";"";"N";"N"
"No handler found";"No handler found";"S";"";"N";"N"
"No handler defined";"No handler defined";"S";"";"N";"N"
"marked ticket as Answered";"marked ticket as Answered";"B";"";"N";"N"
"opened ticket";"opened ticket";"B";"";"N";"N"
"wrote note";"wrote note";"B";"";"N";"N"
"Cc:";"Cc:";"B";"";"N";"N"
"Contact button opens contact form in a popup.";"Contact button opens contact form in a popup.";"B";"";"N";"N"
"Ticket search won't work correctly until the index is fully built.";"Ticket search won't work correctly until the index is fully built.";"B";"";"N";"N"
"done";"done";"B";"";"N";"N"
"Proactive chat";"Proactive chat";"B";"";"N";"N"
"Feedback";"Feedback";"B";"";"N";"N"
"Let your customers learn more about your products";"Let your customers learn more about your products";"C";"";"N";"N"
"API";"API";"C";"";"N";"N"
"unknown";"unknown";"B";"";"N";"N"
"Your API key";"Your API key";"C";"";"N";"N"
"loading...";"loading...";"C";"";"N";"N"
"There are %s buttons belonging to category %s";"There are %s buttons belonging to category %s";"C";"";"N";"N"
"Language used by chat and form windows in this button.";"Language used by chat and form windows in this button.";"C";"";"N";"N"
"Department with id %s does not exists.";"Department with id %s does not exists.";"S";"";"N";"N"
"There was problem to load department with id %s.";"There was problem to load department with id %s.";"S";"";"N";"N"
"Gamification";"Gamification";"B";"";"N";"N"
"NiceReply account id";"NiceReply account id";"S";"";"N";"N"
"NiceReply integration";"NiceReply integration";"S";"";"N";"N"
"Adds NiceReply link to the chat, when the chat is ended so customers can rate the chat";"Adds NiceReply link to the chat, when the chat is ended so customers can rate the chat";"S";"";"N";"N"
"%s wrote: %s";"%s wrote: %s";"C";"";"N";"N"
"marked the ticket as Answered";"marked the ticket as Answered";"B";"";"N";"N"
"transfered call to";"transfered call to";"B";"";"N";"N"
"and assigned it to nobody";"and assigned it to nobody";"B";"";"N";"N"
"mark as deleted";"mark as deleted";"B";"";"N";"N"
"remove deleted mark";"remove deleted mark";"B";"";"N";"N"
"remove promoted mark";"remove promoted mark";"B";"";"N";"N"
"mark as promoted";"mark as promoted";"B";"";"N";"N"
"is new";"is new";"B";"";"N";"N"
"is returning";"is returning";"B";"";"N";"N"
"closed the chat";"closed the chat";"B";"";"N";"N"
"When";"When";"B";"";"N";"N"
"do";"do";"B";"";"N";"N"
"Messages";"Messages";"S";"";"N";"N"
"Messages per hour";"Messages per hour";"S";"";"N";"N"
"My stats";"My stats";"C";"";"N";"N"
"My stats for";"My stats for";"C";"";"N";"N"
"Registration mail";"Registration mail";"B";"";"N";"N"
"Registration email";"Registration email";"B";"";"N";"N"
"When email reply is sent to customer";"When email reply is sent to customer";"B";"";"N";"N"
"Send to customer when agent replies to existing ticket.";"Send to customer when agent replies to existing ticket.";"B";"";"N";"N"
"When new mail is sent to customer";"When new mail is sent to customer";"B";"";"N";"N"
"Send to customer when agent creates message using compose message.";"Send to customer when agent creates message using compose message.";"B";"";"N";"N"
"When ticket is resolved";"When ticket is resolved";"B";"";"N";"N"
"Send to customer when ticket is resolved.";"Send to customer when ticket is resolved.";"B";"";"N";"N"
"When email is forwarded";"When email is forwarded";"B";"";"N";"N"
"Email template for forwarding mails.";"Email template for forwarding mails.";"B";"";"N";"N"
"When customer replies in assigned ticket";"When customer replies in assigned ticket";"B";"";"N";"N"
"Send to agent when customer replies in ticket that is assigned to him. Notification is not sent when agent is logged in system.";"Send to agent when customer replies in ticket that is assigned to him. Notification is not sent when agent is logged in system.";"B";"";"N";"N"
"When ticket is assigned to agent";"When ticket is assigned to agent";"B";"";"N";"N"
"Send to agent when ticket is assigned to him. Notification is not sent when agent is logged in system.";"Send to agent when ticket is assigned to him. Notification is not sent when agent is logged in system.";"B";"";"N";"N"
"When new ticket is created in system";"When new ticket is created in system";"B";"";"N";"N"
"When new reply is added to forum topic or suggestion";"When new reply is added to forum topic or suggestion";"B";"";"N";"N"
"When new reply is added to forum or topic, this email is sent to all customers that commented or voted for suggestions / topic. This email contains also unsubscribe link.";"When new reply is added to forum or topic, this email is sent to all customers that commented or voted for suggestions / topic. This email contains also unsubscribe link.";"B";"";"N";"N"
"Email template of a chat transcript send to customer. Customer must select send transcript option to receive via email.";"Email template of a chat transcript send to customer. Customer must select send transcript option to receive via email.";"B";"";"N";"N"
"Ticket notifications";"Ticket notifications";"C";"";"N";"N"
"Account emails";"Account emails";"C";"";"N";"N"
"Create department specific template";"Create department specific template";"C";"";"N";"N"
"Chat communication";"Chat communication";"C";"";"N";"N"
"Email template of a chat transcript send to customer. Customer must select send transcript option to receive transcript via email.";"Email template of a chat transcript send to customer. Customer must select send transcript option to receive transcript via email.";"C";"";"N";"N"
"All departments have own templates";"All departments have own templates";"C";"";"N";"N"
"Are you sure you want to delete selected twitter account?";"Are you sure you want to delete selected twitter account?";"C";"";"N";"N"
"Last week (mon-sun)";"Last week (mon-sun)";"B";"";"N";"N"
"Calls";"Calls";"B";"";"N";"N"
"Calls per hour";"Calls per hour";"S";"";"N";"N"
"Call minutes";"Call minutes";"S";"";"N";"N"
"Call minutes per hour";"Call minutes per hour";"S";"";"N";"N"
"Missed calls";"Missed calls";"S";"";"N";"N"
"Earned badges:";"Earned badges:";"C";"";"N";"N"
"Unable to load timezone: %s - using default one.";"Unable to load timezone: %s - using default one.";"S";"";"N";"N"
"Unable to set timezone %s:";"Unable to set timezone %s:";"S";"";"N";"N"
"You have just received";"You have just received";"S";"";"N";"N"
"You have just lost";"You have just lost";"S";"";"N";"N"
"Submit New Ticket";"Створити нову заявку";"S";"";"T";"N"
"Pop3";"Pop3";"C";"";"N";"N"
"Badges";"Badges";"C";"";"N";"N"
"You have no badges";"You have no badges";"C";"";"N";"N"
"no badges";"no badges";"C";"";"N";"N"
"Application not installed";"Application not installed";"S";"";"N";"N"
"Facebook page was not found";"Facebook page was not found";"S";"";"N";"N"
"Chatty";"Chatty";"B";"";"N";"N"
"Speedy Gonzales";"Speedy Gonzales";"B";"";"N";"N"
"Twitter account was not found";"Twitter account was not found";"S";"";"N";"N"
"Twitter account was successfully deleted";"Twitter account was successfully deleted";"S";"";"N";"N"
"Can not retweet non twitter account";"Can not retweet non twitter account";"B";"";"N";"N"
"Twitter account was already deleted";"Twitter account was already deleted";"B";"";"N";"N"
"Jan";"Jan";"B";"";"N";"N"
"Feb";"Feb";"B";"";"N";"N"
"Mar";"Mar";"B";"";"N";"N"
"Apr";"Apr";"B";"";"N";"N"
"Jun";"Jun";"B";"";"N";"N"
"Jul";"Jul";"B";"";"N";"N"
"Aug";"Aug";"B";"";"N";"N"
"Sep";"Sep";"B";"";"N";"N"
"Oct";"Oct";"B";"";"N";"N"
"Nov";"Nov";"B";"";"N";"N"
"Dec";"Dec";"B";"";"N";"N"
"Coffee";"Coffee";"B";"";"N";"N"
"You make most pauses of all.";"You make most pauses of all.";"B";"";"N";"N"
"Siesta";"Siesta";"B";"";"N";"N"
"Are you sure you want to disable this badge.";"Are you sure you want to disable this badge.";"C";"";"N";"N"
"Are you sure you want to enable this badge.";"Are you sure you want to enable this badge.";"C";"";"N";"N"
"Changes will be applied after reload of agent panel. Do you want to reload now?";"Changes will be applied after reload of agent panel. Do you want to reload now?";"C";"";"N";"N"
"Select fields you want to show on home screen";"Select fields you want to show on home screen";"C";"";"N";"N"
"Private message to:";"Private message to:";"B";"";"N";"N"
"You made a longest chat of yesterday.";"You made a longest chat of yesterday.";"B";"";"N";"N"
"Evaluated each day and assigned to an agent that was paused most times in last 7 days.";"Evaluated each day and assigned to an agent that was paused most times in last 7 days.";"S";"";"N";"N"
"Evaluated each day and assigned to an agent that was online most of the time in last 7 days.";"Evaluated each day and assigned to an agent that was online most of the time in last 7 days.";"S";"";"N";"N"
"Take a break. You've spent most of the time online.";"Take a break. You've spent most of the time online.";"B";"";"N";"N"
"Evaluated randomly and assigned randomly to one of online agents.";"Evaluated randomly and assigned randomly to one of online agents.";"S";"";"N";"N"
"Evaluated each day and assigned to an agent that spent most time paused in last 7 days.";"Evaluated each day and assigned to an agent that spent most time paused in last 7 days.";"S";"";"N";"N"
"Your pause time is longest of all. You really enjoy your siesta.";"Your pause time is longest of all. You really enjoy your siesta.";"B";"";"N";"N"
